item_name	itemprice	chain
ספוג רחצה בייבי כיף	6.1	Hazi Hinam
ספוג רחצה בייבי כיף	9.9	city market
ספוג רחצה כיף מסאז' סאקי	8.2	Hazi Hinam
ספוג רחצה כיף מסאז' סאקי	13.4	Tiv Taam
ספוג רחצה כיף מסאז' סאקי	9.9	Yellow
ספוג רחצה כיף מסאז' סאקי	9.9	Yohananof
ספוג רחצה כיף מסאז' סאקי	9.9	city market
"ספוג רחצה קויוטה מסג"""	7.9	Hazi Hinam
"ספוג רחצה קויוטה מסג"""	7.9	Yellow
"ספוג רחצה קויוטה מסג"""	7.9	Yohananof
ספוגי רחצה עדינים לאמבט שלישייה לה בל	11.9	Tiv Taam
ספוגי רחצה עדינים לאמבט שלישייה לה בל	9.9	city market
ספוגיות הפלא 10 יח T	13.9	Dor Alon
ספוגיות הפלא 10 יח T	13.1	Hazi Hinam
ספוגיות הפלא 10 יח T	14.9	Super Yehuda
ספוגיות הפלא 10 יח T	13.9	city market
ספוגיות וילדה לכלים עם שכבות קירצוף	15.1	Hazi Hinam
ספוגיות וילדה לכלים עם שכבות קירצוף	15.9	Shufersal
ספוגיות וילדה לכלים עם שכבות קירצוף	16.9	Tiv Taam
ספוגיות וילדה פאוור אינוקס עמיד	20.1	Hazi Hinam
ספוגיות וילדה פאוור אינוקס עמיד	19.9	Tiv Taam
ספוגיות וילדה פאוור אינוקס עמיד	17.9	city market
ספוגיות לאחיזה וילדה	15.1	Hazi Hinam
ספוגיות לאחיזה וילדה	14.9	Tiv Taam
ספוגיות לאחיזה וילדה	15.9	city market
ספוגיות מתכת	14.9	Dor Alon
ספוגיות מתכת	7.9	Hazi Hinam
ספוגיות מתכת	9.9	Yellow
ספוגיות מתכת	12.9	city market
ספוגיות מתכת סקוטש ברייט אל חלד 2 יח	9.3	Tiv Taam
ספוגיות מתכת סקוטש ברייט אל חלד 2 יח	7.9	Yellow
ספוגיות מתכת סקוטש ברייט אל חלד 2 יח	7.9	Yohananof
ספוגית הקסם ניקול 6	13.9	Dor Alon
ספוגית הקסם ניקול 6	9.9	Rami Levi
ספוגית הקסם ניקול 6	11.9	Shufersal
ספוגית הקסם ניקול 6	14.9	Tiv Taam
ספוגית הקסם ניקול 6	10.0	Yellow
ספוגית הקסם ניקול 6	10.0	Yohananof
ספוגית הקסם ניקול 6	13.9	city market
ספוגית הקסם נירוסטה	9.9	Rami Levi
ספוגית הקסם נירוסטה	11.9	Shufersal
ספוגית הקסם נירוסטה	14.9	Tiv Taam
ספוגית הקסם נירוסטה	10.0	Yellow
ספוגית הקסם נירוסטה	10.0	Yohananof
ספוגית הקסם נירוסטה	14.9	city market
ספוגית לניקוי נירוסט	7.9	Yellow
ספוגית לניקוי נירוסט	7.9	Yohananof
"ספטיל להסרת כתמים 200 מ""ל"	18.9	Tiv Taam
"ספטיל להסרת כתמים 200 מ""ל"	18.9	city market
ספיד סטיק אקסטרים 50	24.9	Dor Alon
ספיד סטיק אקסטרים 50	20.1	Hazi Hinam
ספיד סטיק אקסטרים 50	25.5	Super Yehuda
ספיד סטיק אקסטרים 50	22.9	Tiv Taam
ספיד סטיק אקסטרים אינטנס ספריי 150 מל	20.1	Hazi Hinam
ספיד סטיק אקסטרים אינטנס ספריי 150 מל	17.0	Yohananof
ספיד סטיק אקסטרים ג`	24.9	Dor Alon
ספיד סטיק אקסטרים ג`	20.1	Hazi Hinam
ספיד סטיק קרבון סטיק	19.9	Rami Levi
ספיד סטיק קרבון סטיק	17.0	Yellow
ספיישל רזרב מרלו 750	54.9	Rami Levi
ספיישל רזרב מרלו 750	64.9	Yellow
ספירה 30 טבליות	10.9	Rami Levi
ספירה 30 טבליות	9.9	city market
"ספירה אנתוש ילדים ותינוקות 50 מ""ל"	16.9	Tiv Taam
"ספירה אנתוש ילדים ותינוקות 50 מ""ל"	15.9	city market
"ספירה אנתוש ספריי 70 מ""ל"	16.9	Tiv Taam
"ספירה אנתוש ספריי 70 מ""ל"	15.9	city market
ספירה רפיל 45 לילות	15.9	Rami Levi
ספירה רפיל 45 לילות	14.9	city market
ספירולינה בהקפאה 140	41.9	Yellow
ספירולינה בהקפאה 140	41.9	Yohananof
ספלנדיד מריר 90% 100	19.9	Dor Alon
ספלנדיד מריר 90% 100	14.9	Hazi Hinam
ספלנדיד מריר 90% 100	13.9	Rami Levi
ספלנדיד מריר 90% 100	14.9	Shufersal
ספלנדיד מריר 90% 100	14.9	Tiv Taam
ספלנדיד מריר 90% 100	14.5	Yellow
ספלנדיד מריר 90% 100	14.5	Yohananof
ספלנדיד מריר 90% 100	12.9	city market
ספלנדיד שוקולד חלב מקורמל	15.9	Hazi Hinam
ספלנדיד שוקולד חלב מקורמל	13.9	Rami Levi
ספלנדיד שוקולד חלב מקורמל	14.9	Shufersal
ספלנדיד שוקולד חלב מקורמל	17.9	Super Yehuda
ספלנדיד שוקולד חלב מקורמל	14.9	Tiv Taam
ספלנדיד שוקולד חלב מקורמל	14.5	Yohananof
"ספרי גוף טיטניום גולד 150 מ""ל"	12.9	Hazi Hinam
"ספרי גוף טיטניום גולד 150 מ""ל"	10.9	Rami Levi
"ספרי גוף טיטניום גולד 150 מ""ל"	10.9	Yohananof
"ספרי גוף טיטניום גולד 150 מ""ל"	13.9	city market
ספרי לשיער סאיוס	25.0	Hazi Hinam
ספרי לשיער סאיוס	29.9	Shufersal
ספרי לשיער סאיוס	25.1	Yohananof
"ספריי גוף  פיוז'ן אייס דייב 150 מ""ל"	18.1	Hazi Hinam
"ספריי גוף  פיוז'ן אייס דייב 150 מ""ל"	18.9	Shufersal
"ספריי גוף  פיוז'ן אייס דייב 150 מ""ל"	18.1	Yellow
"ספריי גוף  פיוז'ן אייס דייב 150 מ""ל"	18.1	Yohananof
"ספריי גוף פיוז'ן דינמיק פולס 150 מ""ל"	18.1	Hazi Hinam
"ספריי גוף פיוז'ן דינמיק פולס 150 מ""ל"	18.9	Shufersal
"ספריי גוף פיוז'ן דינמיק פולס 150 מ""ל"	18.1	Yohananof
"ספריי גוף פיוז'ן טים פורס 150 מ""ל"	18.1	Hazi Hinam
"ספריי גוף פיוז'ן טים פורס 150 מ""ל"	19.9	Tiv Taam
ספריי להסרת שיער לעור רגיל - VEET	40.3	Hazi Hinam
ספריי להסרת שיער לעור רגיל - VEET	29.9	Shufersal
"ספריי לניקוי חלונות ומשטחים 750 מ""ל - ווינדוליין"	13.1	Hazi Hinam
"ספריי לניקוי חלונות ומשטחים 750 מ""ל - ווינדוליין"	12.9	Super Yehuda
"ספריי לניקוי חלונות ומשטחים 750 מ""ל - ווינדוליין"	13.2	Tiv Taam
"ספריי לניקוי חלונות ומשטחים 750 מ""ל - ווינדוליין"	12.9	city market
ספריי לניקוי משטחי נ	22.9	Dor Alon
ספריי לניקוי משטחי נ	20.5	Hazi Hinam
ספריי לניקוי משטחי נ	19.9	Yohananof
ספריי לניקוי משטחי נ	22.9	city market
"ספריי לניקוי עוצמתי מכיל אקונומיקה 750 מ""ל - סיליט באנג"	7.9	Hazi Hinam
"ספריי לניקוי עוצמתי מכיל אקונומיקה 750 מ""ל - סיליט באנג"	14.5	Rami Levi
"ספריי לניקוי עוצמתי מכיל אקונומיקה 750 מ""ל - סיליט באנג"	15.5	Shufersal
"ספריי לניקוי עוצמתי מכיל אקונומיקה 750 מ""ל - סיליט באנג"	18.5	Super Yehuda
"ספריי לניקוי עוצמתי מכיל אקונומיקה 750 מ""ל - סיליט באנג"	15.5	Tiv Taam
"ספריי לניקוי עוצמתי מכיל אקונומיקה 750 מ""ל - סיליט באנג"	14.6	Yohananof
"ספריי לניקוי עוצמתי מכיל אקונומיקה 750 מ""ל - סיליט באנג"	14.9	city market
"ספריי סיליט מסיר כתמי עובש וטחב 750 מ""ל"	7.9	Hazi Hinam
"ספריי סיליט מסיר כתמי עובש וטחב 750 מ""ל"	15.5	Shufersal
"ספריי סיליט מסיר כתמי עובש וטחב 750 מ""ל"	20.9	Super Yehuda
"ספריי סיליט מסיר כתמי עובש וטחב 750 מ""ל"	15.5	Tiv Taam
"ספריי סיליט מסיר כתמי עובש וטחב 750 מ""ל"	14.6	Yellow
"ספריי סיליט מסיר כתמי עובש וטחב 750 מ""ל"	14.6	Yohananof
"ספריי סיליט מסיר כתמי עובש וטחב 750 מ""ל"	17.9	city market
ספרייט 1.5 ליטר	8.4	Hazi Hinam
ספרייט 1.5 ליטר	8.2	Rami Levi
ספרייט 1.5 ליטר	8.5	Shufersal
ספרייט 1.5 ליטר	10.5	Super Yehuda
ספרייט 1.5 ליטר	8.2	Yellow
ספרייט 1.5 ליטר	8.2	Yohananof
ספרייט 1.5 ליטר	9.9	city market
ספרייט ZERO ליטר 1	7.5	Hazi Hinam
ספרייט ZERO ליטר 1	7.5	Shufersal
ספרייט ZERO ליטר 1	9.1	Super Yehuda
ספרייט ZERO ליטר 1	6.6	Yohananof
"ספרייט בקבוק 500 מ""ל"	9.9	Dor Alon
"ספרייט בקבוק 500 מ""ל"	7.2	Hazi Hinam
"ספרייט בקבוק 500 מ""ל"	5.9	Rami Levi
"ספרייט בקבוק 500 מ""ל"	6.9	Tiv Taam
"ספרייט בקבוק 500 מ""ל"	9.0	city market
ספרייט זירו בטעם לימון נענע 1.5ליטר	8.4	Hazi Hinam
ספרייט זירו בטעם לימון נענע 1.5ליטר	8.2	Rami Levi
ספרייט זירו בטעם לימון נענע 1.5ליטר	8.5	Shufersal
ספרייט זירו בטעם לימון נענע 1.5ליטר	10.5	Super Yehuda
ספרייט זירו בטעם לימון נענע 1.5ליטר	8.5	Tiv Taam
ספרייט זירו בטעם לימון נענע 1.5ליטר	8.2	Yellow
ספרייט זירו בקבוק 1.	10.2	Super Yehuda
ספרייט זירו בקבוק 1.	7.9	Tiv Taam
ספרייט זירו בקבוק 1.	8.9	city market
ספרייט זירו בקבוק 50	9.9	Dor Alon
ספרייט זירו בקבוק 50	7.2	Hazi Hinam
ספרייט זירו בקבוק 50	5.8	Rami Levi
ספרייט זירו בקבוק 50	6.9	Tiv Taam
ספרייט זירו בקבוק 50	9.0	city market
ספרייט זירו מארז רביעייה 1 ליטר	19.9	Hazi Hinam
ספרייט זירו מארז רביעייה 1 ליטר	19.9	Rami Levi
ספרייט זירו מארז רביעייה 1 ליטר	19.9	Shufersal
ספרייט זירו פחית סלי	7.9	Dor Alon
ספרייט זירו פחית סלי	5.3	Hazi Hinam
ספרייט זירו פחית סלי	3.9	Rami Levi
ספרייט זירו פחית סלי	6.9	Shufersal
ספרייט זירו פחית סלי	7.9	Super Yehuda
ספרייט זירו פחית סלי	5.9	Tiv Taam
ספרייט זירו פחית סלי	4.5	Yellow
ספרייט זירו פחית סלי	4.5	Yohananof
ספרייט זירו פחית סלי	8.0	city market
ספרייט ליים 1 ליטר	7.5	Shufersal
ספרייט ליים 1 ליטר	9.1	Super Yehuda
ספרייט ליים 1 ליטר	6.6	Yohananof
ספרייט לימון בקבוק 1	10.2	Super Yehuda
ספרייט לימון בקבוק 1	8.5	Tiv Taam
ספרייט לימון בקבוק 1	8.9	city market
ספרייט פחית סליק 330	7.9	Dor Alon
ספרייט פחית סליק 330	5.3	Hazi Hinam
ספרייט פחית סליק 330	5.9	Tiv Taam
ספרייט פחית סליק 330	4.5	Yellow
ספרייט פחית סליק 330	8.0	city market
ספרייט שישייה 1.5 ליטר	45.9	Hazi Hinam
ספרייט שישייה 1.5 ליטר	45.9	Rami Levi
ספרייט שישייה 1.5 ליטר	45.9	Tiv Taam
ספרייט שישייה 1.5 ליטר	45.9	Yohananof
ספרינג TEA אפרסק 1.5 ליטר	7.4	Hazi Hinam
ספרינג TEA אפרסק 1.5 ליטר	6.6	Rami Levi
ספרינג TEA אפרסק 1.5 ליטר	7.9	Shufersal
ספרינג TEA אפרסק 1.5 ליטר	8.2	Tiv Taam
ספרינג TEA אפרסק 1.5 ליטר	6.6	Yellow
ספרינג TEA אפרסק 1.5 ליטר	6.6	Yohananof
ספרינג TEA תה ירוק לימון לואיזה 1.5 ליטר	7.4	Hazi Hinam
ספרינג TEA תה ירוק לימון לואיזה 1.5 ליטר	6.6	Rami Levi
ספרינג TEA תה ירוק לימון לואיזה 1.5 ליטר	8.2	Tiv Taam
ספרינג TEA תה ירוק לימון לואיזה 1.5 ליטר	6.6	Yellow
ספרינג TEA תה ירוק לימון לואיזה 1.5 ליטר	6.6	Yohananof
ספרינג TEA תה מנגו אפרסק 1.5 ליטר	7.4	Hazi Hinam
ספרינג TEA תה מנגו אפרסק 1.5 ליטר	6.6	Rami Levi
ספרינג TEA תה מנגו אפרסק 1.5 ליטר	8.2	Tiv Taam
ספרינג TEA תה מנגו אפרסק 1.5 ליטר	6.6	Yellow
ספרינג TEA תה מנגו אפרסק 1.5 ליטר	6.6	Yohananof
ספרינג אגס סברס תפוח	12.5	Rami Levi
ספרינג אגס סברס תפוח	12.6	Yellow
ספרינג אגס סברס תפוח	13.9	city market
ספרינג אפרסק אננס מלון 1.5 ליטר	7.4	Hazi Hinam
ספרינג אפרסק אננס מלון 1.5 ליטר	7.2	Rami Levi
ספרינג אפרסק אננס מלון 1.5 ליטר	8.2	Tiv Taam
ספרינג אפרסק אננס מלון 1.5 ליטר	7.3	Yellow
ספרינג אפרסק אננס מלון 1.5 ליטר	7.3	Yohananof
ספרינג מנגו בננה מלון 1.5 ליטר	7.4	Hazi Hinam
ספרינג מנגו בננה מלון 1.5 ליטר	7.3	Yellow
ספרינג מנגו בננה מלון 1.5 ליטר	7.3	Yohananof
ספרינג נקטר אפרסקים	4.9	Yellow
ספרינג נקטר אפרסקים	4.9	Yohananof
ספרינג נקטר אפרסקים	8.0	city market
ספרינג ענבים 330 מל	6.9	Dor Alon
ספרינג ענבים 330 מל	5.5	Shufersal
ספרינג ענבים 330 מל	4.9	Yellow
ספרינג ענבים 330 מל	4.9	Yohananof
ספרינג ענבים 330 מל	8.0	city market
ספרינג ענבים 4*250 מ	12.5	Rami Levi
ספרינג ענבים 4*250 מ	12.6	Yellow
ספרינג ענבים 4*250 מ	12.6	Yohananof
ספרינג פירות טרופיים	12.5	Rami Levi
ספרינג פירות טרופיים	12.6	Yellow
ספרינג פירות טרופיים	12.6	Yohananof
ספרינג פירות טרופיים	28.9	city market
ספרינג תה 1.5 אפרסק דיאט	7.4	Hazi Hinam
ספרינג תה 1.5 אפרסק דיאט	6.6	Rami Levi
ספרינג תה 1.5 אפרסק דיאט	8.2	Tiv Taam
ספרינג תה 1.5 אפרסק דיאט	6.6	Yellow
ספרינג תה 1.5 אפרסק דיאט	6.6	Yohananof
ספרינג תה קר בטעם אפ	5.0	Rami Levi
ספרינג תה קר בטעם אפ	5.0	Yellow
ספרינג תה קר בטעם אפ	5.0	Yohananof
ספרינג תות בננה 4*25	12.5	Rami Levi
ספרינג תות בננה 4*25	12.6	Yohananof
ספרינג תות בננה 4*25	13.9	city market
"ספרינג תפוחים פחית330מ""ל"	5.5	Shufersal
"ספרינג תפוחים פחית330מ""ל"	5.9	Tiv Taam
"ספרינג תפוחים פחית330מ""ל"	8.0	city market
סקווזי מעורב	9.9	Yellow
סקווזי מעורב	9.9	Yohananof
"סקוויז מחית תפו""ע  אגס ורימון 100% פרי"	6.0	Hazi Hinam
"סקוויז מחית תפו""ע  אגס ורימון 100% פרי"	5.9	Tiv Taam
סקוטש ברייט גליל ניירות דביקים	15.1	Hazi Hinam
סקוטש ברייט גליל ניירות דביקים	18.9	Super Yehuda
סקוטש ברייט ספוג קרצ	15.8	Rami Levi
סקוטש ברייט ספוג קרצ	19.9	Tiv Taam
סקוטש ברייט ספוג קרצ	12.9	Yellow
סקוטש ברייט ענק	10.2	Hazi Hinam
סקוטש ברייט ענק	9.5	Rami Levi
סקוטש ברייט ענק	9.5	Yohananof
סקוטש ברייט ענק	11.9	city market
סקוטש ברייט שלישייה	15.8	Rami Levi
סקוטש ברייט שלישייה	19.9	Tiv Taam
סקוטש ברייט שלישייה	12.9	Yellow
סקוטש ברייט שלישייה	12.9	Yohananof
סקי יום יום 5% 125 גרם.	4.0	Hazi Hinam
סקי יום יום 5% 125 גרם.	3.4	Rami Levi
סקי יום יום 5% 125 גרם.	4.0	Shufersal
סקי יום יום 5% 125 גרם.	4.1	Super Yehuda
סקי יום יום 5% 125 גרם.	4.0	Tiv Taam
סקי יום יום 5% 125 גרם.	3.5	Yellow
סקי יום יום 5% 125 גרם.	3.5	Yohananof
סקי יום יום 5% 125 גרם.	3.9	city market
סקי תות 3% 125 גרם	4.3	Hazi Hinam
סקי תות 3% 125 גרם	3.9	Rami Levi
סקי תות 3% 125 גרם	4.4	Shufersal
סקי תות 3% 125 גרם	5.5	Super Yehuda
סקי תות 3% 125 גרם	4.4	Tiv Taam
סקי תות 3% 125 גרם	4.2	Yellow
סקי תות 3% 125 גרם	4.2	Yohananof
סקי תות 3% 125 גרם	4.9	city market
סקיטלס פירות 152 גרם	17.9	Dor Alon
סקיטלס פירות 152 גרם	11.9	Hazi Hinam
סקיטלס פירות 152 גרם	12.9	Rami Levi
סקיטלס פירות 152 גרם	14.0	Shufersal
סקיטלס פירות 152 גרם	16.9	Tiv Taam
סקיטלס פירות 152 גרם	13.9	Yellow
סקיטלס פירות 152 גרם	13.9	Yohananof
סקיטלס פירות בקבוקון	11.9	Rami Levi
סקיטלס פירות בקבוקון	9.9	city market
סקיטלס פירות חמוצים	17.9	Dor Alon
סקיטלס פירות חמוצים	11.9	Hazi Hinam
סקיטלס פירות חמוצים	12.9	Rami Levi
סקיטלס פירות חמוצים	13.9	Yellow
סקיטלס פירות חמוצים	13.9	Yohananof
סקין גארד ספריי אננס ליצ'י 50SPF	49.9	Hazi Hinam
סקין גארד ספריי אננס ליצ'י 50SPF	44.9	Rami Levi
סקין גארד ספריי קוקוס 50SPF	49.9	Hazi Hinam
סקין גארד ספריי קוקוס 50SPF	54.9	Tiv Taam
סקינגארד ג'ל אלוורה	19.9	Hazi Hinam
סקינגארד ג'ל אלוורה	19.9	city market
סקינגארד ג'ל פנים 60-50 שקוף	39.9	Hazi Hinam
סקינגארד ג'ל פנים 60-50 שקוף	39.9	Rami Levi
סקינגארד ג'ל פנים 60-50 שקוף	32.9	city market
סקינגארד לילדים ספריי שקוף 30 SPF מל 300	59.9	Tiv Taam
סקינגארד לילדים ספריי שקוף 30 SPF מל 300	47.9	city market
סקינגארד סטיק הגנה שקוף 50 SPF	49.9	Tiv Taam
סקינגארד סטיק הגנה שקוף 50 SPF	39.9	Yohananof
סקינגארד סטיק הגנה שקוף 50 SPF	44.9	city market
סקינגארד סטיק שקוף 50 לילדים	51.9	Hazi Hinam
